,v1,v2
4630,ham,"get hella gas money , want grand nature adventure galileo little bit ?"
4631,ham,"meeting , later"
4632,ham,oh wow s gay . firmware update help
4633,ham,will . morphine
4634,ham,come din c ì _ ... yup cut hair ...
4635,ham,k k pa lunch aha .
4636,ham,oh ho . time u use type word
4637,ham,captain vijaykanth comedy captain tv .. drunken :)
4638,ham,course . guess god get hold right .
4639,ham,hide anythiing keep distance
4640,ham,not .
4641,spam,rip ! mobile content www.clubmoby.com 08717509990 poly / true / pix / ringtone / game download 3
4642,ham,sorry din lock keypad .
4643,ham,u get person story
4644,ham,plan come chennai ?
4645,spam,try contact reply offer video phone 750 anytime network min half price line rental camcorder reply 08000930705
4646,ham,god create gap btwn ur finger dat sum1 vry special fill gap hold ur hand .. plz not ask y create gap leg ! ! !
4647,ham,okay . go sleep . later
4648,ham,"protect e - threat . sib ask sensitive information like password , atm / sms pin email . share password anybody ."
4649,ham,"finally happen .. ! aftr decade .. ! beer cheap petrol ! goverment expect \drink\ "" . . . \""drive \ "" """
4650,spam,å£400 xmas reward wait ! computer randomly pick loyal mobile customer receive å£400 reward . 09066380611
4651,ham,r e meet tmr ?
4652,ham,lol yes . add spice day .
4653,ham,hope have great day .
4654,ham,prasanth ettans mother pass away night . pray family .
4655,ham,"k , work"
4656,spam,private ! 2003 account statement show 800 un - redeem s. i. m. point . 08718738002 identifier code : 48922 expire 21/11/04
4657,ham,message great doctor india:- ): 1 ) drink appy fizz . contain cancer cause age
4658,ham,not pick phone right . pls send message
4659,ham,tell infront . .
4660,ham,ok prob ...
4661,ham,lady genus second k .
4662,ham,. yes . swim ?
4663,ham,mum go robinson .
4664,ham,ok set let u noe e detail later ...
4665,ham,.. tel software ..
4666,ham,send print   out da .
4667,ham,m realy soz imat mums 2nite 2moro
4668,ham,"bear , god say , \oh ! idiot\ "" . bear"
4669,ham,"not ur msg .. sometext miss , send"
4670,ham,"probably , gas cash tomorrow"
4671,spam,"customer service announcement . recently try delivery unable , 07099833605 - schedule . ref:9280114"
4672,ham,forget 2 ask ì _ smth .. card da present lei ... ? ìï want 2 write smth sign ?
4673,ham,leave house .
4674,spam,"hi babe chloe , r u ? smash saturday night , great ! weekend ? u miss ? sp visionsms.com text stop stop 150p / text"
4675,ham,ìï ready ...
4676,ham,wewa 130 . iriver 255 . 128 mb .
4677,ham,good thing get connection bw
4678,ham,sry da .. jst nw come home ..
4679,ham,"cool night , lemme know"
4680,ham,stay town ?
4681,ham,"haha yeah , 2 oz kind shitload"
4682,ham,ok u shop u pay = d
4683,ham,"life mean lot , love life , love people life , world call friend , world:- ) .. ge:- ) .."
4684,ham,"alright bring , like   & lt;#&gt ;   min"
4685,ham,pls not play life .
4686,ham,eatin lunch ...
4687,ham,hmmm.but day ..
4688,ham,"try , g decide head"
4689,ham,ok prob
4690,ham,surly ill you:- ) come review .
4691,ham,"march end , ready . sure . problem capital complete . far . work lady"
4692,ham,tessy .. pls favor . pls convey birthday wish nimya .. pls dnt forget . today birthday shijas
4693,ham,pls food preferably pap slowly load sugar . hour . water . slowly .
4694,spam,"urgent ! mobile 07808726822 award å£2,000 bonus caller prize 02/09/03 ! 2nd attempt contact ! 0871 - 872 - 9758 box95qu"
4695,ham,guy gets dumb realize .
4696,ham,"okey dokey , iû÷ll bit sort stuff ."
4697,ham,don da:)what plan ?
4698,ham,yes fine
4699,spam,"win : winner ! mr . t. foley win ipod ! exciting prize soon , eye ur mobile visit www.win-82050.co.uk"
4700,ham,like new mobile
4701,ham,anytime ...
4702,ham,mmmmmmm * snuggle * ... * deep contented sigh * ... * whisper * ... fucking love barely stand ...
4703,ham,yar get error .
4704,ham,hey :-)
4705,ham,wow healthy . old airport rd lor . not thk . b bathe dog later .
4706,ham,wif family book tour package .
4707,ham,"bold , torch later . torch 2bold ?"
4708,ham,"haha awesome , need , doin tonight ?"
4709,ham,ya knw u vl giv .. ok thanks kano .. enjoy wit ur family wit 1st salary .. :-);- )
4710,ham,huh slow tot u reach long ago liao ... u 2 day 4 leh ...
4711,ham,s cool princess ! cover face hot sticky cum :)
4712,ham,big brotherû÷s scrape barrel shower social misfit
4713,ham,oops thk dun haf enuff ... check tell ì _ ..
4714,ham,s:)8 min lunch :)
4715,ham,"hey . happen ? u switch ur cell d day . not good . u care , tomorrow ."
4716,ham,"k , addie & amp ; art home"
4717,ham,uncle atlanta . wish guy great semester .
4718,ham,"aiyo ... lesson early ... sleepin , haha ... okie , u home liao den confirm w lor ..."
4719,ham,forget tell ì _ smth .. ì _ like number section clear ..
4720,ham,"yup . lor , u dun wan ok ..."
4721,ham,"home , love ... awake ... * love kiss *"
4722,ham,hello peach ! cake tast lush !
4723,spam,"free game . rayman golf 4 free o2 game arcade . 1st ur game setting . reply post , save & activ8 . press 0 key arcade . termsapply"
4724,ham,"minor shindig place later tonight , interested ?"
4725,ham,jason say cool pick place like hour
4726,spam,"mobile 10 mth ? update late camera / video phone free . ur number , extra free min / text . text yes"
4727,ham,( career tel ) add u contact indyarocks.com send free sm . remove phonebook - sms   & lt;#&gt ;
4728,ham,reach .
4729,ham,not know ask brother . problem thing . tell .
4730,ham,k:)eng rock ashe :)
4731,ham,wat time r ì _ go xin hostel ?
4732,ham,good morning dear shijutta ........... great & amp ; successful day .
4733,spam,buy space invader 4 chance 2 win orig arcade game console . press 0 game arcade ( std wap charge ) o2.co.uk/games 4 term + setting . purchase
4734,ham,oh k:)after placement ah ?
4735,ham,"possession , especially offense"
4736,ham,"not drive reason call bbd .. tht chikku , hw abt dvg cold .. hear tht vinobanagar violence hw condition .. hw ru ? problem ?"
4737,ham,buy test yesterday . let know exact day u ovulate.when 2u 2 3wks . pls pls not fret . know u r worried . pls relax . ur past history u need tell ?
4738,ham,pizza u want
4739,ham,"see weird shit bein \woah\ "" realise actually reasonable \""oh\ "" """
4740,ham,happy return day . wish happy birthday .
4741,ham,ya nice . . .be ready thursday
4742,ham,hospital da . . return home evening
4743,ham,"\thinke u ;) x\ "" """
4744,spam,camera - award sipix digital camera ! 09061221066 fromm landline . delivery 28 day .
4745,ham,orh tot u dun believe .
4746,ham,"+ sign , choose number pin . right ?"
4747,ham,beauty life second .. hide thousand secret . wish second wonderful ur life ... ! ! gud n8
4748,ham,thanx u darlin!im cool thanx . bday drink 2 nite . 2morrow ! care c u soon.xxx
4749,ham,", maybe leave credit card gas like tell"
4750,spam,weekly cool - mob tone ready download ! week new tone include : 1 ) crazy frog - axel f > > > 2 ) akon - lonely > > > 3 ) black eye - dont p > > > info n
4751,ham,boy glad g waste night applebee
4752,spam,cashbin.co.uk ( lot cash weekend ! ) www.cashbin.co.uk dear welcome weekend get big well cash away ! ! ..
4753,ham,ok lor ... u wan look 4 u ?
4754,ham,u wan 2 haf lunch da canteen .
4755,ham,life stressfull .. find time laugh .. add year life ! surely add life ur year ! ! gud ni8 .. swt dream ..
4756,ham,"hey , look like wrong kappa guy number phone , want text"
4757,spam,urgent ! mobile number award å£2000 prize guarantee . 09061790121 land line . claim 3030 . valid 12hrs 150ppm
4758,spam,thank 4 continue support question week enter u in2 draw 4 å£100 cash . new president ? txt ans 80082
4759,ham,home . doc give pain med say fine .
4760,ham,ì © $ 140 ard ... ìä rest ard $ 180 ... ì © price 4 ì © 2 bedrm ( $ 900 )
4761,ham,! lovely night xxx
4762,ham,prepare pleasure :)
4763,ham,hi.:)technical support.providing assistance customer email :)
4764,ham,text way cup stop work . bus
4765,ham,s radio ?
4766,spam,unique user d 1172 . removal send stop 87239 customer service 08708034412
4767,ham,sure available
4768,ham,watever relation u build dis world thing remain atlast iz lonline lotz n lot memory ! feel ..
4769,ham,cheer lou ! yeah goodnite shame u neva come ! c ya gailxx
4770,ham,hi .. get money da :)
4771,ham,"hi , mobile .   & lt;#&gt ;   add contact list www.fullonsms.com s great place send free sm people visit fullonsms.com"
4772,ham,ok u tell wat time u come late lor .
4773,ham,u repeat e instruction . wat e road ur house ?
4774,ham,"people special sight , remain special till sight .. maintain till life end .. sh!jas"
4775,ham,lor . dun tell wait complacent ...
4776,ham,sorry completely forgot * pop em round week ?
4777,ham,u r beautiful girl ve see . u r baby come c common room
4778,ham,o not join denis mina ? deni want time
4779,ham,sen tell go join uncle finance cbe
4780,ham,yup ... hey day fri ask miwa jiayin leave karaoke
4781,ham,", senthil hsbc ."
4782,ham,"especially talk boston personal statement , lol ! woulda change realize say nyc ! say boston ."
4783,ham,way - !
4784,spam,"urgent -call 09066649731from landline . complimentary 4 * ibiza holiday å£10,000 cash await collection sae t&cs po box 434 sk3 8wp 150ppm 18 +"
4785,ham,holy live christ take long
4786,ham,ìï thk wat eat tonight .
4787,ham,"thanx . yup come sun . finish dinner go 2 hotel . time fly , tog 4 exactly mth today . hope haf mth come ..."
4788,ham,opposite drop
4789,ham,yup . izzit rain heavily cos e mrt c outside .
4790,ham,send resume:- )
4791,ham,gd luck 4 ur exam :-)
4792,ham,u ask sit . ok lor .
4793,ham,sorry uncle . i.ll touch
4794,ham,see guy doll night patrick swayze great
4795,spam,urgent 2nd attempt contact u. å£900 prize yesterday await collection . claim 09061702893
4796,spam,santa calling ! little one like santa xmas eve ? 09077818151 book time . calls1.50ppm 3min 30 t&c www.santacalling.com
4797,ham,come home . want u miserable
4798,ham,not know she.s get message
4799,ham,"cool tyler go to buy drop place later tonight . total order quarter , get ?"
4800,ham,"guy car shop flirt get phone number paperwork call texte . nervous course address . boss tell , know fire ?"
4801,ham,reverse cheat . mathematic .
4802,ham,plan manage
4803,ham,"er , hello , thing didnû÷t plan ûò limp slowly home follow aa exhaust hang"
4804,ham,sorry delay . yes master
4805,ham,u finish come n pick u.
4806,spam,private ! 2004 account statement 078498****7 show 786 unredeemed bonus point . claim 08719180219 identifier code : 45239 expire 06.05.05
4807,ham,oga . leave phone home see ur message . hope good . great weekend .
4808,ham,"worry , understand important place poorly think punishment face bad thing happen . brb go to kill"
4809,ham,"honey , pls find sell predicte nigeria . time . important reply monday"
4810,ham,e admin build ? b slightly early ... u reach ...
4811,ham,"fyi usf , swing room"
4812,ham,  & lt;#&gt ;   min s ok
4813,ham,ummmmmaah happy return d day dear sweet heart .. happy birthday dear
4814,ham,ìï home work meh ...
4815,ham,valuable 2 situation : first- get ... second- loose ...
4816,ham,. mark take forever pick prescription pain come .
4817,ham,ur paper ?
4818,ham,get small capacity ? ex ...
4819,spam,check choose babe video @ sms.shsex.netun fgkslpopw fgkslpo
4820,ham,m good ! think ...
4821,spam,u r winner u ave specially select 2 receive å£1000 cash 4 * holiday ( flight inc ) speak live operator 2 claim 0871277810710p / min ( 18 )
4822,ham,:-) :-)
4823,ham,think bout ... || drink tap & spile seven . || pub gas st broad st canal . || ok ?
4824,ham,go sleep . tired travel .
4825,ham,"haha , thinkin"
4826,ham,yup give problem mayb jus leave ...
4827,ham,lol . try day little interesting
4828,ham,"long reply , defer admission til semester"
4829,ham,"word \checkmate\ "" chess come persian phrase \""shah maat\ "" mean ; \""the king dead .. \ "" goodmorning .. good day .. :) """
4830,ham,po de : -):):-):-):- ) . need job aha .
4831,ham,rat . hey u vote theme ?
4832,spam,"new mobile 2004 , ! txt : nokia : 89545 & collect today ! å£1 . www.4-tc.biz 2optout 087187262701.50gbp / mtmsg18 txtauction ."
4833,ham,hope pee burn tonite .
4834,ham,"oh rite . m good mate pete , go 4 week+ 2geva . long week ."
4835,ham,yay wait party !
4836,ham,.... photoshop make computer shut .
4837,ham,boy fun today . ok problem . send message fun
4838,ham,issue california okay . snow manageable
4839,spam,private ! 2003 account statement show 800 un - redeem s. i. m. point . 08715203652 identifi code : 42810 expire 29/10/0
4840,ham,"hmmm .... mayb try e shoppin area , forget e hotel ..."
4841,ham,"awesome , go to soon later tonight ?"
4842,ham,need detail online job .
4843,spam,win ! value vodafone customer computer pick win å£150 prize . collect easy . 09061743386
4844,ham,miss too.pray inshah allah
4845,ham,pls help tell ashley not find number oh
4846,ham,escape theatre . . go watch kavalan minute
4847,ham,s.this increase chance win .
4848,ham,way work .   & lt;#&gt ;   year old . hope not bother .
4849,ham,maybe find instead ? ? ?
4850,ham,gain right wife.dont demand it.i try husband too.let
4851,ham,like new house
4852,ham,fine . hope
4853,ham,"north carolina texas atm , gre site pay test result send ."
4854,ham,u ...
4855,ham,yes baby ! need stretch open pussy !
4856,ham,thank   ! bomb date phone want !
4857,ham,ok ...
4858,ham,"hey , guy know breathe neck bud , able half track usf tonight ?"
4859,ham,"\response\ "" d powerful weapon 2 occupy place ' heart ' ..."
4860,ham,nokia phone lovly ..
4861,spam,* * free message**thank auction subscription service . 18 . 150p / msgrcvd 2 skip auction txt . 2 unsubscribe txt stop customercare 08718726270
4862,spam,bore housewife ! chat n date ! 0871750.77.11 ! bt - national rate 10p / min landline !
4863,ham,sorry da .. today will not come play .. drive clas ..
4864,ham,sorry light hair fire
4865,ham,"oh ! shit , think trip ! loooooool ... make sense ... * grin * sofa reference ... \sleep couch\ "" link send ... go trip ? oh ... babe celebration rent ? """
4866,ham,okey dokey swashbuckling stuff oh .
4867,ham,"watch cartoon , listen music & amp ; eve temple & amp ; church .. u ?"
4868,ham,1 . tension face 2 . smile face 3 . waste face 4 . innocent face 5.terror face 6.cruel face 7.romantic face 8.lovable face 9.decent face   & lt;#&gt ; .joker face .
